item,itemLabel,cited_works,cited_worksLabel
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q5493,Nobilis
http://www.wikidata.org/entity/Q858800,"Big Eyes, Small Mouth",http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q858800,"Big Eyes, Small Mouth",http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game
http://www.wikidata.org/entity/Q932225,Masque of the Red Death,http://www.wikidata.org/entity/Q15975223,Monstrous Compendium
http://www.wikidata.org/entity/Q932225,Masque of the Red Death,http://www.wikidata.org/entity/Q18391058,Monstrous Manual
http://www.wikidata.org/entity/Q932225,Masque of the Red Death,http://www.wikidata.org/entity/Q64620925,Advanced Dungeons & Dragons 2nd edition
http://www.wikidata.org/entity/Q932225,Masque of the Red Death,http://www.wikidata.org/entity/Q7296457,Ravenloft: Realm of Terror
http://www.wikidata.org/entity/Q932225,Masque of the Red Death,http://www.wikidata.org/entity/Q7913611,Van Richten's Guide to Ghosts
http://www.wikidata.org/entity/Q1375,Dungeons & Dragons,http://www.wikidata.org/entity/Q3640801,Blackmoor
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q18204518,Teenage Mutant Ninja Turtles Adventures
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q2311403,Transdimensional Teenage Mutant Ninja Turtles
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q2686645,Teenage Mutant Ninja Turtles Guide to the Universe
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q2826313,After the Bomb
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q3085024,Teenage Mutant Ninja Turtles & Other Strangeness
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q3342018,Ninjas & Superspies
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q67785107,The Revised RECON
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q6943708,Mutants Down Under
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q6943710,Mutants in Avalon
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q6943711,Mutants in Orbit
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q6943714,Mutants of the Yucatan
http://www.wikidata.org/entity/Q5452,Amber Diceless Role-Playing Game,http://www.wikidata.org/entity/Q7339340,Road Hogs
http://www.wikidata.org/entity/Q5467,Exalted,http://www.wikidata.org/entity/Q1851660,Storytelling System
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q1336480,Rifts
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q3085024,Teenage Mutant Ninja Turtles & Other Strangeness
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q3341410,Nightbane
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q3342018,Ninjas & Superspies
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q3785299,Heroes Unlimited
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q730232,Beyond the Supernatural
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q7353415,Robotech
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q7750845,The Mechanoid Invasion
http://www.wikidata.org/entity/Q5496,Palladium Fantasy Role-Playing Game,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
